0: frame-1
0008 and 0111: [15/26], H[5], 0.02sec
0017 and 0111: [19/29], H[5], 0.02sec
0023 and 0111: [18/27], H[5], 0.01sec
0029 and 0111: 25 matches, 0.01sec, #1
0018 and 0111: 31 matches, 0.01sec, #0
0029 and 0111: [18/25], H[6], 0.01sec
0024 and 0111: 22 matches, 0.01sec, #2
0030 and 0111: 31 matches, 0.01sec, #1
0018 and 0111: [19/31], H[6], 0.01sec
0025 and 0111: 26 matches, 0.01sec, #2
0030 and 0111: [21/31], H[8], 0.01sec
0025 and 0111: [20/26], H[8], 0.00sec
0039 and 0111: 21 matches, 0.01sec, #0
0031 and 0111: 19 matches, 0.01sec, #1
0026 and 0111: 25 matches, 0.01sec, #2
0040 and 0111: 24 matches, 0.01sec, #0
0032 and 0111: 25 matches, 0.01sec, #1
0026 and 0111: [14/25], H[6], 0.01sec
0041 and 0111: 21 matches, 0.01sec, #0
0032 and 0111: [16/25], H[7], 0.01sec
0042 and 0111: 27 matches, 0.02sec, #0
0027 and 0111: 19 matches, 0.02sec, #2
0033 and 0111: 23 matches, 0.01sec, #1
0028 and 0111: 30 matches, 0.01sec, #2
0034 and 0111: 31 matches, 0.01sec, #1
0042 and 0111: [14/27], H[7], 0.02sec
0028 and 0111: [18/30], H[7], 0.01sec
0043 and 0111: 26 matches, 0.01sec, #0
0034 and 0111: [17/31], H[5], 0.01sec
0049 and 0111: 34 matches, 0.01sec, #2
0035 and 0111: 17 matches, 0.01sec, #1
0043 and 0111: [18/26], H[6], 0.01sec
0036 and 0111: 24 matches, 0.00sec, #1
0049 and 0111: [21/34], H[6], 0.02sec
0037 and 0111: 20 matches, 0.01sec, #1
0044 and 0111: 22 matches, 0.01sec, #0
0050 and 0111: 30 matches, 0.00sec, #2
0038 and 0111: 20 matches, 0.01sec, #1
0045 and 0111: 26 matches, 0.01sec, #0
0059 and 0111: 28 matches, 0.01sec, #1
0045 and 0111: [17/26], H[8], 0.01sec
0050 and 0111: [16/30], H[5], 0.03sec
0059 and 0111: [14/28], H[6], 0.02sec
0046 and 0111: 29 matches, 0.01sec, #0
0051 and 0111: 31 matches, 0.01sec, #2
0060 and 0111: 25 matches, 0.01sec, #1
0046 and 0111: [17/29], H[4], 0.03sec
0051 and 0111: [18/31], H[8], 0.03sec
0060 and 0111: [14/25], H[6], 0.02sec
0047 and 0111: 32 matches, 0.01sec, #0
0052 and 0111: 33 matches, 0.01sec, #2
0061 and 0111: 27 matches, 0.01sec, #1
0047 and 0111: [21/32], H[8], 0.02sec
0061 and 0111: [13/27], H[8], 0.01sec
0048 and 0111: 29 matches, 0.01sec, #0
0052 and 0111: [17/33], H[7], 0.02sec
0062 and 0111: 35 matches, 0.01sec, #1
0053 and 0111: 38 matches, 0.01sec, #2
0048 and 0111: [15/29], H[5], 0.02sec
0069 and 0111: 26 matches, 0.01sec, #0
0062 and 0111: [17/35], H[4], 0.03sec
0053 and 0111: [19/38], H[6], 0.03sec
0069 and 0111: [14/26], H[7], 0.01sec
0063 and 0111: 27 matches, 0.01sec, #1
0054 and 0111: 35 matches, 0.01sec, #2
0070 and 0111: 28 matches, 0.01sec, #0
0063 and 0111: [15/27], H[7], 0.02sec
0054 and 0111: [19/35], H[7], 0.02sec
0064 and 0111: 30 matches, 0.01sec, #1
0055 and 0111: 32 matches, 0.01sec, #2
0070 and 0111: [15/28], H[6], 0.03sec
0071 and 0111: 33 matches, 0.01sec, #0
0064 and 0111: [14/30], H[8], 0.03sec
0065 and 0111: 28 matches, 0.01sec, #1
0055 and 0111: [17/32], H[8], 0.04sec
0071 and 0111: [19/33], H[6], 0.03sec
0056 and 0111: 30 matches, 0.01sec, #2
0065 and 0111: [15/28], H[7], 0.02sec
0072 and 0111: 29 matches, 0.01sec, #0
0066 and 0111: 29 matches, 0.01sec, #1
0056 and 0111: [15/30], H[8], 0.02sec
0072 and 0111: [15/29], H[6], 0.01sec
0057 and 0111: 33 matches, 0.01sec, #2
0066 and 0111: [18/29], H[7], 0.01sec
0073 and 0111: 30 matches, 0.01sec, #0
0067 and 0111: 30 matches, 0.01sec, #1
0057 and 0111: [16/33], H[7], 0.03sec
0073 and 0111: [15/30], H[5], 0.02sec
0058 and 0111: 35 matches, 0.01sec, #2
0074 and 0111: 26 matches, 0.01sec, #0
0067 and 0111: [17/30], H[5], 0.03sec
0068 and 0111: 30 matches, 0.01sec, #1
0074 and 0111: [14/26], H[4], 0.01sec
0058 and 0111: [17/35], H[6], 0.03sec
0075 and 0111: 36 matches, 0.01sec, #0
0079 and 0111: 44 matches, 0.01sec, #2
0068 and 0111: [15/30], H[5], 0.04sec
0075 and 0111: [18/36], H[6], 0.02sec
0079 and 0111: [25/44], H[9], 0.03sec
0089 and 0111: 49 matches, 0.01sec, #1
0076 and 0111: 41 matches, 0.01sec, #0
0089 and 0111: [27/49], H[12], 0.01sec
0080 and 0111: 39 matches, 0.01sec, #2
0090 and 0111: 44 matches, 0.00sec, #1
0076 and 0111: [26/41], H[9], 0.02sec
0090 and 0111: [25/44], H[9], 0.01sec
0080 and 0111: [22/39], H[7], 0.02sec
0077 and 0111: 37 matches, 0.01sec, #0
0091 and 0111: 43 matches, 0.01sec, #1
0081 and 0111: 37 matches, 0.01sec, #2
0077 and 0111: [20/37], H[8], 0.02sec
0091 and 0111: [24/43], H[8], 0.01sec
0081 and 0111: [22/37], H[9], 0.01sec
0078 and 0111: 42 matches, 0.01sec, #0
0092 and 0111: 55 matches, 0.01sec, #1
0082 and 0111: 40 matches, 0.01sec, #2
0078 and 0111: [22/42], H[9], 0.01sec
0099 and 0111: 80 matches, 0.01sec, #0
0092 and 0111: [33/55], H[6], 0.02sec
0099 and 0111: [52/80], H[22], 0.01sec
0093 and 0111: 64 matches, 0.01sec, #1
0082 and 0111: [22/40], H[6], 0.02sec
0100 and 0111: 80 matches, 0.01sec, #0
0093 and 0111: [45/64], H[12], 0.01sec
0083 and 0111: 44 matches, 0.01sec, #2
0100 and 0111: [56/80], H[17], 0.00sec
0094 and 0111: 71 matches, 0.01sec, #1
0101 and 0111: 81 matches, 0.01sec, #0
0094 and 0111: [46/71], H[17], 0.01sec
0101 and 0111: [53/81], H[18], 0.01sec
0083 and 0111: [21/44], H[7], 0.03sec
0095 and 0111: 75 matches, 0.00sec, #1
0102 and 0111: 88 matches, 0.01sec, #0
0095 and 0111: [48/75], H[12], 0.01sec
0084 and 0111: 43 matches, 0.01sec, #2
0102 and 0111: [62/88], H[24], 0.01sec
0096 and 0111: 83 matches, 0.01sec, #1
0084 and 0111: [26/43], H[7], 0.01sec
0103 and 0111: 101 matches, 0.01sec, #0
0096 and 0111: [50/83], H[15], 0.01sec
0085 and 0111: 40 matches, 0.01sec, #2
0103 and 0111: [65/101], H[29], 0.01sec
0097 and 0111: 72 matches, 0.01sec, #1
0104 and 0111: 110 matches, 0.00sec, #0
0085 and 0111: [21/40], H[8], 0.02sec
0097 and 0111: [42/72], H[10], 0.01sec
0104 and 0111: [80/110], H[34], 0.01sec
0086 and 0111: 42 matches, 0.00sec, #2
0098 and 0111: 81 matches, 0.01sec, #1
0086 and 0111: [24/42], H[10], 0.01sec
0105 and 0111: 130 matches, 0.01sec, #0
0098 and 0111: [53/81], H[23], 0.01sec
0087 and 0111: 49 matches, 0.01sec, #2
0105 and 0111: [98/130], H[46], 0.00sec
0109 and 0111: 203 matches, 0.01sec, #1
0109 and 0111: [177/203], H[127], 0.00sec
0106 and 0111: 123 matches, 0.01sec, #0
0110 and 0111: 204 matches, 0.01sec, #1
0106 and 0111: [87/123], H[46], 0.00sec
0087 and 0111: [26/49], H[12], 0.02sec
0110 and 0111: [187/204], H[132], 0.00sec
0107 and 0111: 149 matches, 0.01sec, #0
0088 and 0111: 40 matches, 0.01sec, #2
0107 and 0111: [127/149], H[48], 0.00sec
0088 and 0111: [22/40], H[9], 0.01sec
0000 and 0112: 21 matches, 0.02sec, #1
0108 and 0111: 152 matches, 0.02sec, #0
0008 and 0112: 25 matches, 0.01sec, #2
0108 and 0111: [117/152], H[51], 0.00sec
0001 and 0112: 24 matches, 0.01sec, #1
0018 and 0112: 33 matches, 0.01sec, #0
0002 and 0112: 14 matches, 0.01sec, #1
0003 and 0112: 29 matches, 0.00sec, #1
0008 and 0112: [13/25], H[6], 0.02sec
0009 and 0112: 21 matches, 0.01sec, #2
0010 and 0112: 31 matches, 0.00sec, #2
0018 and 0112: [17/33], H[7], 0.03sec
0019 and 0112: 27 matches, 0.01sec, #0
0010 and 0112: [19/31], H[11], 0.01sec
0003 and 0112: [15/29], H[5], 0.04sec
0011 and 0112: 19 matches, 0.01sec, #2
0019 and 0112: [14/27], H[7], 0.01sec
0012 and 0112: 23 matches, 0.01sec, #2
0004 and 0112: 24 matches, 0.01sec, #1
0013 and 0112: 25 matches, 0.01sec, #2
0005 and 0112: 26 matches, 0.01sec, #1
0020 and 0112: 24 matches, 0.01sec, #0
0021 and 0112: 20 matches, 0.01sec, #0
0022 and 0112: 28 matches, 0.01sec, #0
0022 and 0112: [19/28], H[10], 0.00sec
0023 and 0112: 21 matches, 0.01sec, #0
0024 and 0112: 19 matches, 0.01sec, #0
0005 and 0112: [13/26], H[5], 0.05sec
0013 and 0112: [11/25], H[5], 0.06sec
0025 and 0112: 21 matches, 0.01sec, #0
0006 and 0112: 24 matches, 0.01sec, #1
0026 and 0112: 21 matches, 0.01sec, #0
0014 and 0112: 18 matches, 0.01sec, #2
0007 and 0112: 18 matches, 0.11sec, #1
0027 and 0112: 15 matches, 0.11sec, #0
0015 and 0112: 18 matches, 0.11sec, #2
0028 and 0112: 24 matches, 0.01sec, #1
0038 and 0112: 24 matches, 0.01sec, #0
0016 and 0112: 27 matches, 0.01sec, #2
0029 and 0112: 22 matches, 0.01sec, #1
0039 and 0112: 21 matches, 0.01sec, #0
0030 and 0112: 25 matches, 0.00sec, #1
0040 and 0112: 25 matches, 0.01sec, #0
0016 and 0112: [14/27], H[6], 0.02sec
0030 and 0112: [14/25], H[5], 0.01sec
0017 and 0112: 25 matches, 0.01sec, #2
0031 and 0112: 22 matches, 0.01sec, #1
0040 and 0112: [11/25], H[5], 0.03sec
0032 and 0112: 19 matches, 0.00sec, #1
0017 and 0112: [14/25], H[7], 0.02sec
0041 and 0112: 24 matches, 0.01sec, #0
0033 and 0112: 12 matches, 0.00sec, #1
0048 and 0112: 25 matches, 0.01sec, #2
0042 and 0112: 25 matches, 0.01sec, #0
0034 and 0112: 21 matches, 0.00sec, #1
0035 and 0112: 22 matches, 0.00sec, #1
0036 and 0112: 20 matches, 0.00sec, #1
0042 and 0112: [15/25], H[7], 0.02sec
0037 and 0112: 21 matches, 0.00sec, #1
0043 and 0112: 21 matches, 0.01sec, #0
0048 and 0112: [12/25], H[5], 0.05sec
0058 and 0112: 31 matches, 0.01sec, #1
0049 and 0112: 30 matches, 0.01sec, #2
0044 and 0112: 17 matches, 0.02sec, #0
0049 and 0112: [20/30], H[7], 0.01sec
0045 and 0112: 25 matches, 0.00sec, #0
0050 and 0112: 31 matches, 0.01sec, #2
0058 and 0112: [15/31], H[6], 0.03sec
0059 and 0112: 25 matches, 0.01sec, #1
0045 and 0112: [15/25], H[6], 0.02sec
0046 and 0112: 28 matches, 0.00sec, #0
0059 and 0112: [12/25], H[7], 0.03sec
0060 and 0112: 17 matches, 0.01sec, #1
0061 and 0112: 23 matches, 0.00sec, #1
0062 and 0112: 27 matches, 0.00sec, #1
0046 and 0112: [14/28], H[6], 0.03sec
0050 and 0112: [14/31], H[8], 0.07sec
0047 and 0112: 25 matches, 0.01sec, #0
0051 and 0112: 29 matches, 0.01sec, #2
0062 and 0112: [14/27], H[5], 0.04sec
0047 and 0112: [12/25], H[5], 0.03sec
0051 and 0112: [15/29], H[7], 0.02sec
0063 and 0112: 27 matches, 0.01sec, #1
0068 and 0112: 30 matches, 0.01sec, #0
0052 and 0112: 34 matches, 0.01sec, #2
0052 and 0112: [18/34], H[6], 0.01sec
0053 and 0112: 26 matches, 0.01sec, #2
0063 and 0112: [13/27], H[7], 0.04sec
0053 and 0112: [16/26], H[8], 0.01sec
0064 and 0112: 23 matches, 0.00sec, #1
0068 and 0112: [15/30], H[5], 0.05sec
0054 and 0112: 36 matches, 0.01sec, #2
0065 and 0112: 24 matches, 0.01sec, #1
0066 and 0112: 28 matches, 0.01sec, #1
0069 and 0112: 22 matches, 0.01sec, #0
0054 and 0112: [18/36], H[10], 0.02sec
0070 and 0112: 27 matches, 0.01sec, #0
0055 and 0112: 29 matches, 0.01sec, #2
0066 and 0112: [14/28], H[7], 0.03sec
0070 and 0112: [15/27], H[6], 0.03sec
0067 and 0112: 22 matches, 0.01sec, #1
0078 and 0112: 36 matches, 0.00sec, #1
0071 and 0112: 34 matches, 0.01sec, #0
0055 and 0112: [14/29], H[7], 0.05sec
0056 and 0112: 26 matches, 0.01sec, #2
0071 and 0112: [19/34], H[7], 0.03sec
0078 and 0112: [15/36], H[6], 0.04sec
0072 and 0112: 35 matches, 0.01sec, #0
0056 and 0112: [13/26], H[7], 0.02sec
0079 and 0112: 40 matches, 0.01sec, #1
0057 and 0112: 21 matches, 0.01sec, #2
0088 and 0112: 39 matches, 0.00sec, #2
0079 and 0112: [18/40], H[5], 0.03sec
0088 and 0112: [17/39], H[8], 0.02sec
0080 and 0112: 28 matches, 0.01sec, #1
0089 and 0112: 52 matches, 0.01sec, #2
0072 and 0112: [15/35], H[5], 0.06sec
0073 and 0112: 26 matches, 0.01sec, #0
0080 and 0112: [15/28], H[7], 0.02sec
0081 and 0112: 43 matches, 0.00sec, #1
0089 and 0112: [26/52], H[11], 0.03sec
0090 and 0112: 46 matches, 0.01sec, #2
0073 and 0112: [13/26], H[6], 0.04sec
0090 and 0112: [25/46], H[13], 0.02sec
0081 and 0112: [18/43], H[8], 0.03sec
0074 and 0112: 23 matches, 0.01sec, #0
0091 and 0112: 40 matches, 0.01sec, #2
0082 and 0112: 39 matches, 0.01sec, #1
0075 and 0112: 30 matches, 0.01sec, #0
0091 and 0112: [20/40], H[9], 0.02sec
0075 and 0112: [14/30], H[5], 0.02sec
0092 and 0112: 52 matches, 0.01sec, #2
0082 and 0112: [19/39], H[6], 0.03sec
0076 and 0112: 30 matches, 0.01sec, #0
0083 and 0112: 44 matches, 0.01sec, #1
0092 and 0112: [25/52], H[10], 0.03sec
0093 and 0112: 67 matches, 0.01sec, #2
0083 and 0112: [23/44], H[9], 0.03sec
0076 and 0112: [15/30], H[6], 0.05sec
0084 and 0112: 41 matches, 0.01sec, #1
0093 and 0112: [42/67], H[15], 0.01sec
0077 and 0112: 33 matches, 0.01sec, #0
0094 and 0112: 67 matches, 0.01sec, #2
0084 and 0112: [23/41], H[8], 0.03sec
0094 and 0112: [40/67], H[11], 0.02sec
0085 and 0112: 46 matches, 0.01sec, #1
0077 and 0112: [17/33], H[7], 0.03sec
0095 and 0112: 64 matches, 0.00sec, #2
0098 and 0112: 74 matches, 0.01sec, #0
0095 and 0112: [38/64], H[17], 0.01sec
0098 and 0112: [42/74], H[14], 0.01sec
0085 and 0112: [22/46], H[6], 0.03sec
0096 and 0112: 78 matches, 0.01sec, #2
0099 and 0112: 76 matches, 0.01sec, #0
0086 and 0112: 39 matches, 0.01sec, #1
0096 and 0112: [52/78], H[11], 0.01sec
0099 and 0112: [49/76], H[19], 0.01sec
0097 and 0112: 77 matches, 0.01sec, #2
0086 and 0112: [19/39], H[10], 0.02sec
0100 and 0112: 86 matches, 0.01sec, #0
0097 and 0112: [46/77], H[15], 0.01sec
0087 and 0112: 52 matches, 0.01sec, #1
0100 and 0112: [58/86], H[18], 0.01sec
0108 and 0112: 142 matches, 0.01sec, #2
0108 and 0112: [106/142], H[63], 0.00sec
0101 and 0112: 83 matches, 0.01sec, #0
0087 and 0112: [25/52], H[9], 0.03sec
0101 and 0112: [52/83], H[19], 0.01sec
0109 and 0112: 158 matches, 0.01sec, #2
0006 and 0113: 25 matches, 0.00sec, #1
0109 and 0112: [129/158], H[73], 0.00sec
0102 and 0112: 85 matches, 0.01sec, #0
0110 and 0112: 180 matches, 0.01sec, #2
0006 and 0113: [15/25], H[6], 0.01sec
0110 and 0112: [149/180], H[82], 0.00sec
0102 and 0112: [60/85], H[16], 0.01sec
0007 and 0113: 18 matches, 0.01sec, #1
0111 and 0112: 194 matches, 0.01sec, #2
0008 and 0113: 37 matches, 0.00sec, #1
0103 and 0112: 99 matches, 0.01sec, #0
0111 and 0112: [178/194], H[119], 0.00sec
0000 and 0113: 25 matches, 0.00sec, #2
0103 and 0112: [61/99], H[34], 0.01sec
0104 and 0112: 112 matches, 0.01sec, #0
0008 and 0113: [17/37], H[5], 0.03sec
0000 and 0113: [12/25], H[0], 0.01sec
0104 and 0112: [76/112], H[28], 0.01sec
0009 and 0113: 20 matches, 0.01sec, #1
0105 and 0112: 119 matches, 0.01sec, #0
0001 and 0113: 26 matches, 0.01sec, #2
0010 and 0113: 26 matches, 0.01sec, #1
0105 and 0112: [80/119], H[37], 0.00sec
0106 and 0112: 116 matches, 0.01sec, #0
0010 and 0113: [14/26], H[6], 0.01sec
0106 and 0112: [84/116], H[38], 0.01sec
0011 and 0113: 28 matches, 0.01sec, #1
0001 and 0113: [12/26], H[4], 0.03sec
0107 and 0112: 135 matches, 0.01sec, #0
0002 and 0113: 19 matches, 0.00sec, #2
0107 and 0112: [96/135], H[53], 0.00sec
0003 and 0113: 24 matches, 0.00sec, #2
0011 and 0113: [14/28], H[7], 0.02sec
0016 and 0113: 28 matches, 0.01sec, #0
0004 and 0113: 24 matches, 0.01sec, #2
0012 and 0113: 28 matches, 0.00sec, #1
0005 and 0113: 20 matches, 0.01sec, #2
0026 and 0113: 26 matches, 0.00sec, #2
0016 and 0113: [14/28], H[4], 0.03sec
0017 and 0113: 22 matches, 0.01sec, #0
0026 and 0113: [14/26], H[7], 0.01sec
0012 and 0113: [14/28], H[4], 0.03sec
0018 and 0113: 25 matches, 0.01sec, #0
0027 and 0113: 19 matches, 0.01sec, #2
0018 and 0113: [14/25], H[8], 0.01sec
0028 and 0113: 28 matches, 0.01sec, #2
0013 and 0113: 21 matches, 0.01sec, #1
0014 and 0113: 21 matches, 0.00sec, #1
0019 and 0113: 23 matches, 0.01sec, #0
0015 and 0113: 23 matches, 0.01sec, #1
0028 and 0113: [15/28], H[9], 0.02sec
0020 and 0113: 24 matches, 0.01sec, #0
0036 and 0113: 26 matches, 0.00sec, #1
0029 and 0113: 26 matches, 0.01sec, #2
0021 and 0113: 29 matches, 0.01sec, #0
0029 and 0113: [15/26], H[5], 0.01sec
0030 and 0113: 26 matches, 0.01sec, #2
0036 and 0113: [14/26], H[6], 0.03sec
0021 and 0113: [15/29], H[5], 0.03sec
0037 and 0113: 19 matches, 0.01sec, #1
0038 and 0113: 24 matches, 0.01sec, #1
0022 and 0113: 24 matches, 0.01sec, #0
0039 and 0113: 28 matches, 0.01sec, #1
0030 and 0113: [13/26], H[5], 0.04sec
0023 and 0113: 24 matches, 0.01sec, #0
0031 and 0113: 25 matches, 0.01sec, #2
0024 and 0113: 26 matches, 0.01sec, #0
0031 and 0113: [16/25], H[7], 0.01sec
0024 and 0113: [17/26], H[7], 0.01sec
0032 and 0113: 22 matches, 0.01sec, #2
0039 and 0113: [14/28], H[7], 0.04sec
0033 and 0113: 21 matches, 0.00sec, #2
0025 and 0113: 24 matches, 0.01sec, #0
0034 and 0113: 21 matches, 0.01sec, #2
0040 and 0113: 23 matches, 0.01sec, #1
0046 and 0113: 27 matches, 0.01sec, #0
0035 and 0113: 24 matches, 0.01sec, #2
0041 and 0113: 21 matches, 0.01sec, #1
0056 and 0113: 27 matches, 0.01sec, #2
0042 and 0113: 23 matches, 0.01sec, #1
0046 and 0113: [18/27], H[5], 0.02sec
0043 and 0113: 32 matches, 0.00sec, #1
0047 and 0113: 23 matches, 0.01sec, #0
0048 and 0113: 22 matches, 0.01sec, #0
0056 and 0113: [15/27], H[6], 0.03sec
0043 and 0113: [16/32], H[7], 0.02sec
0057 and 0113: 21 matches, 0.00sec, #2
0049 and 0113: 20 matches, 0.01sec, #0
0058 and 0113: 22 matches, 0.01sec, #2
0044 and 0113: 24 matches, 0.01sec, #1
0050 and 0113: 27 matches, 0.01sec, #0
0059 and 0113: 22 matches, 0.01sec, #2
0045 and 0113: 21 matches, 0.01sec, #1
0060 and 0113: 19 matches, 0.01sec, #2
0050 and 0113: [12/27], H[0], 0.01sec
0066 and 0113: 25 matches, 0.01sec, #1
0061 and 0113: 24 matches, 0.01sec, #2
0051 and 0113: 22 matches, 0.01sec, #0
0062 and 0113: 24 matches, 0.01sec, #2
0052 and 0113: 28 matches, 0.01sec, #0
0063 and 0113: 24 matches, 0.01sec, #2
0066 and 0113: [11/25], H[6], 0.03sec
0064 and 0113: 26 matches, 0.00sec, #2
0067 and 0113: 18 matches, 0.01sec, #1
0068 and 0113: 29 matches, 0.00sec, #1
0052 and 0113: [12/28], H[6], 0.03sec
0064 and 0113: [12/26], H[4], 0.02sec
0053 and 0113: 22 matches, 0.01sec, #0
0065 and 0113: 30 matches, 0.01sec, #2
0054 and 0113: 21 matches, 0.01sec, #0
0055 and 0113: 24 matches, 0.01sec, #0
0068 and 0113: [14/29], H[5], 0.05sec
0076 and 0113: 25 matches, 0.01sec, #0
0065 and 0113: [12/30], H[5], 0.04sec
0069 and 0113: 21 matches, 0.01sec, #1
0086 and 0113: 32 matches, 0.01sec, #2
0076 and 0113: [15/25], H[5], 0.02sec
0070 and 0113: 26 matches, 0.01sec, #1
0077 and 0113: 28 matches, 0.01sec, #0
0086 and 0113: [19/32], H[6], 0.02sec
0070 and 0113: [13/26], H[6], 0.02sec
0087 and 0113: 44 matches, 0.01sec, #2
0077 and 0113: [15/28], H[6], 0.02sec
0071 and 0113: 22 matches, 0.01sec, #1
0072 and 0113: 35 matches, 0.00sec, #1
0078 and 0113: 35 matches, 0.01sec, #0
0087 and 0113: [19/44], H[9], 0.03sec
0088 and 0113: 36 matches, 0.01sec, #2
0078 and 0113: [20/35], H[7], 0.03sec
0072 and 0113: [15/35], H[4], 0.04sec
0079 and 0113: 36 matches, 0.01sec, #0
0073 and 0113: 23 matches, 0.01sec, #1
0074 and 0113: 36 matches, 0.00sec, #1
0088 and 0113: [18/36], H[8], 0.03sec
0089 and 0113: 48 matches, 0.01sec, #2
0074 and 0113: [19/36], H[7], 0.03sec
0079 and 0113: [14/36], H[5], 0.05sec
0075 and 0113: 33 matches, 0.01sec, #1
0089 and 0113: [21/48], H[8], 0.03sec
0080 and 0113: 32 matches, 0.01sec, #0
0090 and 0113: 56 matches, 0.01sec, #2
0075 and 0113: [17/33], H[9], 0.01sec
0096 and 0113: 83 matches, 0.01sec, #1
0090 and 0113: [25/56], H[11], 0.03sec
0096 and 0113: [50/83], H[11], 0.02sec
0080 and 0113: [16/32], H[6], 0.04sec
0091 and 0113: 34 matches, 0.01sec, #2
0097 and 0113: 67 matches, 0.01sec, #1
0081 and 0113: 36 matches, 0.01sec, #0
0091 and 0113: [18/34], H[5], 0.02sec
0097 and 0113: [35/67], H[10], 0.01sec
0092 and 0113: 51 matches, 0.01sec, #2
0081 and 0113: [19/36], H[4], 0.02sec
0098 and 0113: 69 matches, 0.01sec, #1
0082 and 0113: 30 matches, 0.01sec, #0
0098 and 0113: [39/69], H[18], 0.01sec
0092 and 0113: [23/51], H[8], 0.03sec
0082 and 0113: [16/30], H[9], 0.01sec
0099 and 0113: 69 matches, 0.01sec, #1
0093 and 0113: 57 matches, 0.01sec, #2
0083 and 0113: 45 matches, 0.01sec, #0
0099 and 0113: [38/69], H[19], 0.01sec
0100 and 0113: 79 matches, 0.01sec, #1
0093 and 0113: [29/57], H[10], 0.02sec
0083 and 0113: [22/45], H[7], 0.02sec
0094 and 0113: 64 matches, 0.01sec, #2
0100 and 0113: [43/79], H[14], 0.01sec
0084 and 0113: 36 matches, 0.01sec, #0
0094 and 0113: [34/64], H[14], 0.01sec
0101 and 0113: 75 matches, 0.01sec, #1
0084 and 0113: [20/36], H[8], 0.01sec
0095 and 0113: 58 matches, 0.01sec, #2
0101 and 0113: [45/75], H[14], 0.01sec
0085 and 0113: 36 matches, 0.01sec, #0
0095 and 0113: [34/58], H[11], 0.01sec
0102 and 0113: 78 matches, 0.01sec, #1
0106 and 0113: 108 matches, 0.01sec, #2
0085 and 0113: [19/36], H[7], 0.02sec
0106 and 0113: [62/108], H[28], 0.01sec
0102 and 0113: [48/78], H[13], 0.02sec
0003 and 0114: 23 matches, 0.01sec, #0
0107 and 0113: 130 matches, 0.01sec, #2
0004 and 0114: 23 matches, 0.01sec, #0
0103 and 0113: 90 matches, 0.01sec, #1
0107 and 0113: [104/130], H[36], 0.01sec
0005 and 0114: 16 matches, 0.01sec, #0
0108 and 0113: 117 matches, 0.01sec, #2
0103 and 0113: [57/90], H[15], 0.01sec
0006 and 0114: 17 matches, 0.01sec, #0
0108 and 0113: [89/117], H[45], 0.00sec
0104 and 0113: 95 matches, 0.01sec, #1
0007 and 0114: 19 matches, 0.01sec, #0
0109 and 0113: 134 matches, 0.01sec, #2
0104 and 0113: [57/95], H[27], 0.01sec
0109 and 0113: [98/134], H[65], 0.00sec
0008 and 0114: 20 matches, 0.01sec, #0
0105 and 0113: 102 matches, 0.01sec, #1
0009 and 0114: 17 matches, 0.01sec, #0
0110 and 0113: 148 matches, 0.01sec, #2
0105 and 0113: [66/102], H[36], 0.01sec
0010 and 0114: 22 matches, 0.01sec, #0
0110 and 0113: [126/148], H[70], 0.00sec
0013 and 0114: 16 matches, 0.00sec, #1
0011 and 0114: 20 matches, 0.01sec, #0
0111 and 0113: 171 matches, 0.01sec, #2
0014 and 0114: 17 matches, 0.00sec, #1
0111 and 0113: [145/171], H[98], 0.00sec
0012 and 0114: 19 matches, 0.01sec, #0
0015 and 0114: 15 matches, 0.01sec, #1
0112 and 0113: 191 matches, 0.01sec, #2
0023 and 0114: 16 matches, 0.01sec, #0
0016 and 0114: 28 matches, 0.00sec, #1
0112 and 0113: [168/191], H[103], 0.00sec
0024 and 0114: 23 matches, 0.01sec, #0
0000 and 0114: 22 matches, 0.00sec, #2
0016 and 0114: [16/28], H[8], 0.01sec
0025 and 0114: 25 matches, 0.01sec, #0
0001 and 0114: 17 matches, 0.01sec, #2
0017 and 0114: 18 matches, 0.01sec, #1
0025 and 0114: [14/25], H[9], 0.01sec
0002 and 0114: 23 matches, 0.01sec, #2
0018 and 0114: 21 matches, 0.00sec, #1
0033 and 0114: 15 matches, 0.01sec, #2
0026 and 0114: 19 matches, 0.01sec, #0
0019 and 0114: 14 matches, 0.01sec, #1
0034 and 0114: 18 matches, 0.01sec, #2
0027 and 0114: 16 matches, 0.01sec, #0
0020 and 0114: 19 matches, 0.01sec, #1
0035 and 0114: 17 matches, 0.01sec, #2
0028 and 0114: 20 matches, 0.01sec, #0
0021 and 0114: 20 matches, 0.01sec, #1
0036 and 0114: 21 matches, 0.01sec, #2
0022 and 0114: 22 matches, 0.01sec, #1
0029 and 0114: 16 matches, 0.01sec, #0
0037 and 0114: 17 matches, 0.01sec, #2
0043 and 0114: 26 matches, 0.01sec, #1
0030 and 0114: 23 matches, 0.01sec, #0
0038 and 0114: 26 matches, 0.01sec, #2
0031 and 0114: 21 matches, 0.01sec, #0
0043 and 0114: [13/26], H[7], 0.02sec
0032 and 0114: 17 matches, 0.01sec, #0
0044 and 0114: 21 matches, 0.01sec, #1
0053 and 0114: 30 matches, 0.01sec, #0
0045 and 0114: 23 matches, 0.01sec, #1
0046 and 0114: 24 matches, 0.00sec, #1
0047 and 0114: 22 matches, 0.00sec, #1
0048 and 0114: 21 matches, 0.00sec, #1
0038 and 0114: [12/26], H[6], 0.05sec
0049 and 0114: 18 matches, 0.00sec, #1
